Instrument,date,yield,year
6-Month Treasury Bill,14jul1980,8.1599998,1980
6-Month Treasury Bill,15jul1980,8.0100002,1980
6-Month Treasury Bill,16jul1980,7.7800002,1980
6-Month Treasury Bill,17jul1980,8,1980
6-Month Treasury Bill,18jul1980,8,1980
6-Month Treasury Bill,21jul1980,7.9099998,1980
6-Month Treasury Bill,22jul1980,7.9899998,1980
6-Month Treasury Bill,23jul1980,7.8899999,1980
6-Month Treasury Bill,24jul1980,8.0500002,1980
6-Month Treasury Bill,25jul1980,8.1000004,1980
6-Month Treasury Bill,28jul1980,8.3199997,1980
6-Month Treasury Bill,29jul1980,8.3000002,1980
6-Month Treasury Bill,30jul1980,8.3999996,1980
6-Month Treasury Bill,31jul1980,8.6800003,1980
6-Month Treasury Bill,01aug1980,8.7600002,1980
6-Month Treasury Bill,04aug1980,8.7200003,1980
6-Month Treasury Bill,05aug1980,8.7200003,1980
6-Month Treasury Bill,06aug1980,8.6999998,1980
6-Month Treasury Bill,07aug1980,8.5600004,1980
6-Month Treasury Bill,08aug1980,8.7399998,1980
6-Month Treasury Bill,11aug1980,8.96,1980
6-Month Treasury Bill,12aug1980,8.8900003,1980
6-Month Treasury Bill,13aug1980,8.8800001,1980
6-Month Treasury Bill,14aug1980,8.8800001,1980
6-Month Treasury Bill,15aug1980,8.9300003,1980
6-Month Treasury Bill,18aug1980,9.6400003,1980
6-Month Treasury Bill,19aug1980,9.7299995,1980
6-Month Treasury Bill,20aug1980,9.7700005,1980
6-Month Treasury Bill,21aug1980,10.08,1980
6-Month Treasury Bill,22aug1980,9.9099998,1980
6-Month Treasury Bill,25aug1980,10.22,1980
6-Month Treasury Bill,26aug1980,10.25,1980
6-Month Treasury Bill,27aug1980,10.38,1980
6-Month Treasury Bill,28aug1980,10.69,1980
6-Month Treasury Bill,29aug1980,10.26,1980
6-Month Treasury Bill,02sep1980,10.02,1980
6-Month Treasury Bill,03sep1980,9.8199997,1980
6-Month Treasury Bill,04sep1980,9.8599997,1980
6-Month Treasury Bill,05sep1980,9.9899998,1980
6-Month Treasury Bill,08sep1980,10.27,1980
6-Month Treasury Bill,09sep1980,10.17,1980
6-Month Treasury Bill,10sep1980,10.07,1980
6-Month Treasury Bill,11sep1980,10.38,1980
6-Month Treasury Bill,12sep1980,10.42,1980
6-Month Treasury Bill,15sep1980,10.76,1980
6-Month Treasury Bill,16sep1980,10.67,1980
6-Month Treasury Bill,17sep1980,10.7,1980
6-Month Treasury Bill,18sep1980,10.54,1980
6-Month Treasury Bill,19sep1980,10.33,1980
6-Month Treasury Bill,22sep1980,10.87,1980
6-Month Treasury Bill,23sep1980,10.78,1980
6-Month Treasury Bill,24sep1980,10.78,1980
6-Month Treasury Bill,25sep1980,11.05,1980
6-Month Treasury Bill,26sep1980,11.5,1980
6-Month Treasury Bill,29sep1980,11.62,1980
6-Month Treasury Bill,30sep1980,11.46,1980
6-Month Treasury Bill,01oct1980,11.47,1980
6-Month Treasury Bill,02oct1980,11.6,1980
6-Month Treasury Bill,03oct1980,11.19,1980
6-Month Treasury Bill,06oct1980,11.05,1980
6-Month Treasury Bill,07oct1980,11.1,1980
6-Month Treasury Bill,08oct1980,11.24,1980
6-Month Treasury Bill,09oct1980,11.14,1980
6-Month Treasury Bill,10oct1980,11.32,1980
6-Month Treasury Bill,14oct1980,11.2,1980
6-Month Treasury Bill,15oct1980,11.02,1980
6-Month Treasury Bill,16oct1980,11.14,1980
6-Month Treasury Bill,17oct1980,11.32,1980
6-Month Treasury Bill,20oct1980,11.44,1980
6-Month Treasury Bill,21oct1980,11.52,1980
6-Month Treasury Bill,22oct1980,11.77,1980
6-Month Treasury Bill,23oct1980,11.74,1980
6-Month Treasury Bill,24oct1980,11.74,1980
6-Month Treasury Bill,27oct1980,12.31,1980
6-Month Treasury Bill,28oct1980,12.57,1980
6-Month Treasury Bill,29oct1980,12.62,1980
6-Month Treasury Bill,30oct1980,12.68,1980
6-Month Treasury Bill,31oct1980,12.78,1980
6-Month Treasury Bill,03nov1980,13.22,1980
6-Month Treasury Bill,05nov1980,13.3,1980
6-Month Treasury Bill,06nov1980,13.34,1980
6-Month Treasury Bill,07nov1980,12.85,1980
6-Month Treasury Bill,10nov1980,13.2,1980
6-Month Treasury Bill,12nov1980,12.9,1980
6-Month Treasury Bill,13nov1980,12.84,1980
6-Month Treasury Bill,14nov1980,13.17,1980
6-Month Treasury Bill,17nov1980,13.93,1980
6-Month Treasury Bill,18nov1980,13.54,1980
6-Month Treasury Bill,19nov1980,13.48,1980
6-Month Treasury Bill,20nov1980,13.64,1980
6-Month Treasury Bill,21nov1980,13.98,1980
6-Month Treasury Bill,24nov1980,14.02,1980
6-Month Treasury Bill,25nov1980,13.91,1980
6-Month Treasury Bill,26nov1980,13.97,1980
6-Month Treasury Bill,28nov1980,14.28,1980
6-Month Treasury Bill,01dec1980,14.64,1980
6-Month Treasury Bill,02dec1980,14.61,1980
6-Month Treasury Bill,03dec1980,14.34,1980
6-Month Treasury Bill,04dec1980,14.44,1980
6-Month Treasury Bill,05dec1980,14.83,1980
6-Month Treasury Bill,08dec1980,15.15,1980
6-Month Treasury Bill,09dec1980,15.36,1980
6-Month Treasury Bill,10dec1980,15.48,1980
6-Month Treasury Bill,11dec1980,15.74,1980
6-Month Treasury Bill,12dec1980,15.24,1980
6-Month Treasury Bill,15dec1980,15.53,1980
6-Month Treasury Bill,16dec1980,15.51,1980
6-Month Treasury Bill,17dec1980,15.43,1980
6-Month Treasury Bill,18dec1980,15.27,1980
6-Month Treasury Bill,19dec1980,14.17,1980
6-Month Treasury Bill,22dec1980,13.77,1980
6-Month Treasury Bill,23dec1980,13.72,1980
6-Month Treasury Bill,24dec1980,13.99,1980
6-Month Treasury Bill,26dec1980,13.77,1980
6-Month Treasury Bill,29dec1980,13.6,1980
6-Month Treasury Bill,30dec1980,13.64,1980
6-Month Treasury Bill,31dec1980,13.76,1980
6-Month Treasury Bill,02jan1981,13.93,1981
6-Month Treasury Bill,05jan1981,13.09,1981
6-Month Treasury Bill,06jan1981,13.16,1981
6-Month Treasury Bill,07jan1981,13.9,1981
6-Month Treasury Bill,08jan1981,14,1981
6-Month Treasury Bill,09jan1981,14.3,1981
6-Month Treasury Bill,12jan1981,14.23,1981
6-Month Treasury Bill,13jan1981,14.1,1981
6-Month Treasury Bill,14jan1981,13.9,1981
6-Month Treasury Bill,15jan1981,14.09,1981
6-Month Treasury Bill,16jan1981,13.98,1981
6-Month Treasury Bill,19jan1981,14.73,1981
6-Month Treasury Bill,20jan1981,14.23,1981
6-Month Treasury Bill,21jan1981,14.59,1981
6-Month Treasury Bill,22jan1981,14.75,1981
6-Month Treasury Bill,23jan1981,14.63,1981
6-Month Treasury Bill,26jan1981,14.33,1981
6-Month Treasury Bill,27jan1981,14.1,1981
6-Month Treasury Bill,28jan1981,14.05,1981
6-Month Treasury Bill,29jan1981,13.92,1981
6-Month Treasury Bill,30jan1981,13.63,1981
6-Month Treasury Bill,02feb1981,13.88,1981
6-Month Treasury Bill,03feb1981,13.9,1981
6-Month Treasury Bill,04feb1981,13.76,1981
6-Month Treasury Bill,05feb1981,13.86,1981
6-Month Treasury Bill,06feb1981,14.22,1981
6-Month Treasury Bill,09feb1981,14.45,1981
6-Month Treasury Bill,10feb1981,14.59,1981
6-Month Treasury Bill,11feb1981,14.7,1981
6-Month Treasury Bill,13feb1981,14.79,1981
6-Month Treasury Bill,17feb1981,14.4,1981
6-Month Treasury Bill,18feb1981,14.34,1981
6-Month Treasury Bill,19feb1981,13.82,1981
6-Month Treasury Bill,20feb1981,13.42,1981
6-Month Treasury Bill,23feb1981,13.75,1981
6-Month Treasury Bill,24feb1981,13.65,1981
6-Month Treasury Bill,25feb1981,13.7,1981
6-Month Treasury Bill,26feb1981,13.83,1981
6-Month Treasury Bill,27feb1981,13.89,1981
6-Month Treasury Bill,02mar1981,14.24,1981
6-Month Treasury Bill,03mar1981,13.98,1981
6-Month Treasury Bill,04mar1981,14,1981
6-Month Treasury Bill,05mar1981,14.02,1981
6-Month Treasury Bill,06mar1981,13.76,1981
6-Month Treasury Bill,09mar1981,13.58,1981
6-Month Treasury Bill,10mar1981,13.32,1981
6-Month Treasury Bill,11mar1981,13.21,1981
6-Month Treasury Bill,12mar1981,12.94,1981
6-Month Treasury Bill,13mar1981,12.46,1981
6-Month Treasury Bill,16mar1981,12.28,1981
6-Month Treasury Bill,17mar1981,12.2,1981
6-Month Treasury Bill,18mar1981,11.58,1981
6-Month Treasury Bill,19mar1981,11.74,1981
6-Month Treasury Bill,20mar1981,11.79,1981
6-Month Treasury Bill,23mar1981,12.31,1981
6-Month Treasury Bill,24mar1981,12.44,1981
6-Month Treasury Bill,25mar1981,12.47,1981
6-Month Treasury Bill,26mar1981,12.65,1981
6-Month Treasury Bill,27mar1981,12.66,1981
6-Month Treasury Bill,30mar1981,12.18,1981
6-Month Treasury Bill,31mar1981,12.03,1981
6-Month Treasury Bill,01apr1981,11.95,1981
6-Month Treasury Bill,02apr1981,12.17,1981
6-Month Treasury Bill,03apr1981,12.58,1981
6-Month Treasury Bill,06apr1981,13.63,1981
6-Month Treasury Bill,07apr1981,13.18,1981
6-Month Treasury Bill,08apr1981,13.33,1981
6-Month Treasury Bill,09apr1981,13.32,1981
6-Month Treasury Bill,10apr1981,13.33,1981
6-Month Treasury Bill,13apr1981,13.6,1981
6-Month Treasury Bill,14apr1981,13.25,1981
6-Month Treasury Bill,15apr1981,13.52,1981
6-Month Treasury Bill,16apr1981,13.61,1981
6-Month Treasury Bill,20apr1981,13.68,1981
6-Month Treasury Bill,21apr1981,13.67,1981
6-Month Treasury Bill,22apr1981,13.63,1981
6-Month Treasury Bill,23apr1981,13.66,1981
6-Month Treasury Bill,24apr1981,13.97,1981
6-Month Treasury Bill,27apr1981,14.12,1981
6-Month Treasury Bill,28apr1981,14.07,1981
6-Month Treasury Bill,29apr1981,14.03,1981
6-Month Treasury Bill,30apr1981,14.21,1981
6-Month Treasury Bill,01may1981,14.02,1981
6-Month Treasury Bill,04may1981,15.1,1981
6-Month Treasury Bill,05may1981,15.64,1981
6-Month Treasury Bill,06may1981,15.61,1981
6-Month Treasury Bill,07may1981,15.63,1981
6-Month Treasury Bill,08may1981,15.5,1981
6-Month Treasury Bill,11may1981,15.61,1981
6-Month Treasury Bill,12may1981,15.83,1981
6-Month Treasury Bill,13may1981,15.79,1981
6-Month Treasury Bill,14may1981,15.64,1981
6-Month Treasury Bill,15may1981,15.52,1981
6-Month Treasury Bill,18may1981,15.13,1981
6-Month Treasury Bill,19may1981,15.45,1981
6-Month Treasury Bill,20may1981,15.55,1981
6-Month Treasury Bill,21may1981,15.93,1981
6-Month Treasury Bill,22may1981,15.54,1981
6-Month Treasury Bill,26may1981,14.93,1981
6-Month Treasury Bill,27may1981,14.92,1981
6-Month Treasury Bill,28may1981,14.34,1981
6-Month Treasury Bill,29may1981,14.02,1981
6-Month Treasury Bill,01jun1981,14.49,1981
6-Month Treasury Bill,02jun1981,14.6,1981
6-Month Treasury Bill,03jun1981,14.55,1981
6-Month Treasury Bill,04jun1981,14.74,1981
6-Month Treasury Bill,05jun1981,14.73,1981
6-Month Treasury Bill,08jun1981,14.14,1981
6-Month Treasury Bill,09jun1981,14.03,1981
6-Month Treasury Bill,10jun1981,13.88,1981
6-Month Treasury Bill,11jun1981,13.94,1981
6-Month Treasury Bill,12jun1981,13.98,1981
6-Month Treasury Bill,15jun1981,13.45,1981
6-Month Treasury Bill,16jun1981,13.46,1981
6-Month Treasury Bill,17jun1981,13.75,1981
6-Month Treasury Bill,18jun1981,14.4,1981
6-Month Treasury Bill,19jun1981,14.23,1981
6-Month Treasury Bill,22jun1981,13.88,1981
6-Month Treasury Bill,23jun1981,13.99,1981
6-Month Treasury Bill,24jun1981,14.17,1981
6-Month Treasury Bill,25jun1981,13.99,1981
6-Month Treasury Bill,26jun1981,13.85,1981
6-Month Treasury Bill,29jun1981,13.75,1981
6-Month Treasury Bill,30jun1981,13.88,1981
6-Month Treasury Bill,01jul1981,14.3,1981
6-Month Treasury Bill,02jul1981,14.21,1981
6-Month Treasury Bill,06jul1981,14.11,1981
6-Month Treasury Bill,07jul1981,14.47,1981
6-Month Treasury Bill,08jul1981,14.55,1981
6-Month Treasury Bill,09jul1981,14.74,1981
6-Month Treasury Bill,10jul1981,14.36,1981
6-Month Treasury Bill,13jul1981,14.32,1981
6-Month Treasury Bill,14jul1981,14.49,1981
6-Month Treasury Bill,15jul1981,14.35,1981
6-Month Treasury Bill,16jul1981,14.44,1981
6-Month Treasury Bill,17jul1981,14.35,1981
6-Month Treasury Bill,20jul1981,15.42,1981
6-Month Treasury Bill,21jul1981,15.42,1981
6-Month Treasury Bill,22jul1981,15.41,1981
6-Month Treasury Bill,23jul1981,15.27,1981
6-Month Treasury Bill,24jul1981,14.96,1981
6-Month Treasury Bill,27jul1981,14.91,1981
6-Month Treasury Bill,28jul1981,15.14,1981
6-Month Treasury Bill,29jul1981,15.11,1981
6-Month Treasury Bill,30jul1981,14.98,1981
6-Month Treasury Bill,31jul1981,14.87,1981
6-Month Treasury Bill,03aug1981,15.51,1981
6-Month Treasury Bill,04aug1981,15.44,1981
6-Month Treasury Bill,05aug1981,15.29,1981
6-Month Treasury Bill,06aug1981,15.36,1981
6-Month Treasury Bill,07aug1981,15.42,1981
6-Month Treasury Bill,10aug1981,15.23,1981
6-Month Treasury Bill,11aug1981,14.93,1981
6-Month Treasury Bill,12aug1981,15.3,1981
6-Month Treasury Bill,13aug1981,15.44,1981
6-Month Treasury Bill,14aug1981,15.52,1981
6-Month Treasury Bill,17aug1981,15.73,1981
6-Month Treasury Bill,18aug1981,15.62,1981
6-Month Treasury Bill,19aug1981,15.55,1981
6-Month Treasury Bill,20aug1981,15.59,1981
6-Month Treasury Bill,21aug1981,15.41,1981
6-Month Treasury Bill,24aug1981,15.92,1981
6-Month Treasury Bill,25aug1981,15.8,1981
6-Month Treasury Bill,26aug1981,15.88,1981
6-Month Treasury Bill,27aug1981,15.76,1981
6-Month Treasury Bill,28aug1981,15.45,1981
6-Month Treasury Bill,31aug1981,15.69,1981
6-Month Treasury Bill,01sep1981,15.61,1981
6-Month Treasury Bill,02sep1981,15.72,1981
6-Month Treasury Bill,03sep1981,15.81,1981
6-Month Treasury Bill,04sep1981,15.79,1981
6-Month Treasury Bill,08sep1981,15.8,1981
6-Month Treasury Bill,09sep1981,15.49,1981
6-Month Treasury Bill,10sep1981,15.34,1981
6-Month Treasury Bill,11sep1981,14.89,1981
6-Month Treasury Bill,14sep1981,14.76,1981
6-Month Treasury Bill,15sep1981,14.5,1981
6-Month Treasury Bill,16sep1981,14.51,1981
6-Month Treasury Bill,17sep1981,14.36,1981
6-Month Treasury Bill,18sep1981,14.42,1981
6-Month Treasury Bill,21sep1981,14.26,1981
6-Month Treasury Bill,22sep1981,14.45,1981
6-Month Treasury Bill,23sep1981,14.37,1981
6-Month Treasury Bill,24sep1981,14.43,1981
6-Month Treasury Bill,25sep1981,14.66,1981
6-Month Treasury Bill,28sep1981,14.58,1981
6-Month Treasury Bill,29sep1981,14.69,1981
6-Month Treasury Bill,30sep1981,14.79,1981
6-Month Treasury Bill,01oct1981,14.8,1981
6-Month Treasury Bill,02oct1981,14.76,1981
6-Month Treasury Bill,05oct1981,14.28,1981
6-Month Treasury Bill,06oct1981,14.12,1981
6-Month Treasury Bill,07oct1981,14.01,1981
6-Month Treasury Bill,08oct1981,13.96,1981
6-Month Treasury Bill,09oct1981,13.54,1981
6-Month Treasury Bill,13oct1981,13.58,1981
6-Month Treasury Bill,14oct1981,13.61,1981
6-Month Treasury Bill,15oct1981,13.6,1981
6-Month Treasury Bill,16oct1981,13.77,1981
6-Month Treasury Bill,19oct1981,13.82,1981
6-Month Treasury Bill,20oct1981,13.82,1981
6-Month Treasury Bill,21oct1981,13.91,1981
6-Month Treasury Bill,22oct1981,13.87,1981
6-Month Treasury Bill,23oct1981,13.66,1981
6-Month Treasury Bill,26oct1981,13.73,1981
6-Month Treasury Bill,27oct1981,13.65,1981
6-Month Treasury Bill,28oct1981,13.59,1981
6-Month Treasury Bill,29oct1981,13.29,1981
6-Month Treasury Bill,30oct1981,12.9,1981
6-Month Treasury Bill,02nov1981,12.87,1981
6-Month Treasury Bill,04nov1981,12.5,1981
6-Month Treasury Bill,05nov1981,12.59,1981
6-Month Treasury Bill,06nov1981,12.2,1981
6-Month Treasury Bill,09nov1981,11.63,1981
6-Month Treasury Bill,10nov1981,11.57,1981
6-Month Treasury Bill,12nov1981,11.25,1981
6-Month Treasury Bill,13nov1981,11.31,1981
6-Month Treasury Bill,16nov1981,11.1,1981
6-Month Treasury Bill,17nov1981,11.08,1981
6-Month Treasury Bill,18nov1981,10.67,1981
6-Month Treasury Bill,19nov1981,10.62,1981
6-Month Treasury Bill,20nov1981,10.64,1981
6-Month Treasury Bill,23nov1981,10.99,1981
6-Month Treasury Bill,24nov1981,10.62,1981
6-Month Treasury Bill,25nov1981,10.46,1981
6-Month Treasury Bill,27nov1981,10.54,1981
6-Month Treasury Bill,30nov1981,10.7,1981
6-Month Treasury Bill,01dec1981,10.98,1981
6-Month Treasury Bill,02dec1981,11.14,1981
6-Month Treasury Bill,03dec1981,11,1981
6-Month Treasury Bill,04dec1981,10.34,1981
6-Month Treasury Bill,07dec1981,10.7,1981
6-Month Treasury Bill,08dec1981,10.7,1981
6-Month Treasury Bill,09dec1981,11,1981
6-Month Treasury Bill,10dec1981,11.32,1981
6-Month Treasury Bill,11dec1981,11.56,1981
6-Month Treasury Bill,14dec1981,11.6,1981
6-Month Treasury Bill,15dec1981,11.41,1981
6-Month Treasury Bill,16dec1981,11.4,1981
6-Month Treasury Bill,17dec1981,11.67,1981
6-Month Treasury Bill,18dec1981,11.48,1981
6-Month Treasury Bill,21dec1981,11.84,1981
6-Month Treasury Bill,22dec1981,11.93,1981
6-Month Treasury Bill,23dec1981,12.3,1981
6-Month Treasury Bill,24dec1981,12.03,1981
6-Month Treasury Bill,28dec1981,12.32,1981
6-Month Treasury Bill,29dec1981,12.42,1981
6-Month Treasury Bill,30dec1981,12.27,1981
6-Month Treasury Bill,31dec1981,11.98,1981
6-Month Treasury Bill,04jan1982,12.2,1982
6-Month Treasury Bill,05jan1982,12.42,1982
6-Month Treasury Bill,06jan1982,12.44,1982
6-Month Treasury Bill,07jan1982,12.46,1982
6-Month Treasury Bill,08jan1982,12.32,1982
6-Month Treasury Bill,11jan1982,12.81,1982
6-Month Treasury Bill,12jan1982,12.68,1982
6-Month Treasury Bill,13jan1982,12.95,1982
6-Month Treasury Bill,14jan1982,12.84,1982
6-Month Treasury Bill,15jan1982,12.96,1982
6-Month Treasury Bill,18jan1982,12.95,1982
6-Month Treasury Bill,19jan1982,13.07,1982
6-Month Treasury Bill,20jan1982,13.12,1982
6-Month Treasury Bill,21jan1982,13.23,1982
6-Month Treasury Bill,22jan1982,13.3,1982
6-Month Treasury Bill,25jan1982,13.44,1982
6-Month Treasury Bill,26jan1982,13.11,1982
6-Month Treasury Bill,27jan1982,12.96,1982
6-Month Treasury Bill,28jan1982,12.59,1982
6-Month Treasury Bill,29jan1982,12.7,1982
6-Month Treasury Bill,01feb1982,13.87,1982
6-Month Treasury Bill,02feb1982,13.59,1982
6-Month Treasury Bill,03feb1982,13.76,1982
6-Month Treasury Bill,04feb1982,13.74,1982
6-Month Treasury Bill,05feb1982,13.66,1982
6-Month Treasury Bill,08feb1982,13.96,1982
6-Month Treasury Bill,09feb1982,14.07,1982
6-Month Treasury Bill,10feb1982,13.96,1982
6-Month Treasury Bill,11feb1982,14.03,1982
6-Month Treasury Bill,16feb1982,14.36,1982
6-Month Treasury Bill,17feb1982,14.3,1982
6-Month Treasury Bill,18feb1982,13.73,1982
6-Month Treasury Bill,19feb1982,13.75,1982
6-Month Treasury Bill,22feb1982,12.97,1982
6-Month Treasury Bill,23feb1982,12.79,1982
6-Month Treasury Bill,24feb1982,12.7,1982
6-Month Treasury Bill,25feb1982,12.74,1982
6-Month Treasury Bill,26feb1982,13.01,1982
6-Month Treasury Bill,01mar1982,12.8,1982
6-Month Treasury Bill,02mar1982,12.71,1982
6-Month Treasury Bill,03mar1982,12.62,1982
6-Month Treasury Bill,04mar1982,12.37,1982
6-Month Treasury Bill,05mar1982,12.38,1982
6-Month Treasury Bill,08mar1982,12.2,1982
6-Month Treasury Bill,09mar1982,12.4,1982
6-Month Treasury Bill,10mar1982,12.48,1982
6-Month Treasury Bill,11mar1982,12.81,1982
6-Month Treasury Bill,12mar1982,12.88,1982
6-Month Treasury Bill,15mar1982,12.95,1982
6-Month Treasury Bill,16mar1982,12.82,1982
6-Month Treasury Bill,17mar1982,12.77,1982
6-Month Treasury Bill,18mar1982,12.88,1982
6-Month Treasury Bill,19mar1982,13.02,1982
6-Month Treasury Bill,22mar1982,12.7,1982
6-Month Treasury Bill,23mar1982,12.63,1982
6-Month Treasury Bill,24mar1982,12.76,1982
6-Month Treasury Bill,25mar1982,12.8,1982
6-Month Treasury Bill,26mar1982,13.02,1982
6-Month Treasury Bill,29mar1982,13.29,1982
6-Month Treasury Bill,30mar1982,13.31,1982
6-Month Treasury Bill,31mar1982,13.15,1982
6-Month Treasury Bill,01apr1982,13.06,1982
6-Month Treasury Bill,02apr1982,13.06,1982
6-Month Treasury Bill,05apr1982,12.93,1982
6-Month Treasury Bill,06apr1982,13.08,1982
6-Month Treasury Bill,07apr1982,13.18,1982
6-Month Treasury Bill,08apr1982,13.04,1982
6-Month Treasury Bill,12apr1982,12.85,1982
6-Month Treasury Bill,13apr1982,12.88,1982
6-Month Treasury Bill,14apr1982,12.96,1982
6-Month Treasury Bill,15apr1982,13.03,1982
6-Month Treasury Bill,16apr1982,12.87,1982
6-Month Treasury Bill,19apr1982,12.78,1982
6-Month Treasury Bill,20apr1982,12.7,1982
6-Month Treasury Bill,21apr1982,12.46,1982
6-Month Treasury Bill,22apr1982,12.58,1982
6-Month Treasury Bill,23apr1982,12.51,1982
6-Month Treasury Bill,26apr1982,12.64,1982
6-Month Treasury Bill,27apr1982,12.52,1982
6-Month Treasury Bill,28apr1982,12.6,1982
6-Month Treasury Bill,29apr1982,12.58,1982
6-Month Treasury Bill,30apr1982,12.49,1982
6-Month Treasury Bill,03may1982,12.86,1982
6-Month Treasury Bill,04may1982,12.8,1982
6-Month Treasury Bill,05may1982,12.67,1982
6-Month Treasury Bill,06may1982,12.4,1982
6-Month Treasury Bill,07may1982,12.24,1982
6-Month Treasury Bill,10may1982,12.4,1982
6-Month Treasury Bill,11may1982,12.24,1982
6-Month Treasury Bill,12may1982,12.37,1982
6-Month Treasury Bill,13may1982,12.54,1982
6-Month Treasury Bill,14may1982,12.32,1982
6-Month Treasury Bill,17may1982,12.31,1982
6-Month Treasury Bill,18may1982,12.25,1982
6-Month Treasury Bill,19may1982,12.13,1982
6-Month Treasury Bill,20may1982,11.55,1982
6-Month Treasury Bill,21may1982,11.63,1982
6-Month Treasury Bill,24may1982,11.72,1982
6-Month Treasury Bill,25may1982,11.78,1982
6-Month Treasury Bill,26may1982,11.7,1982
6-Month Treasury Bill,27may1982,11.72,1982
6-Month Treasury Bill,28may1982,11.66,1982
6-Month Treasury Bill,01jun1982,12.03,1982
6-Month Treasury Bill,02jun1982,12.08,1982
6-Month Treasury Bill,03jun1982,12.08,1982
6-Month Treasury Bill,04jun1982,12.29,1982
6-Month Treasury Bill,07jun1982,12.14,1982
6-Month Treasury Bill,08jun1982,12.22,1982
6-Month Treasury Bill,09jun1982,12.17,1982
6-Month Treasury Bill,10jun1982,12.22,1982
6-Month Treasury Bill,11jun1982,12.21,1982
6-Month Treasury Bill,14jun1982,12.6,1982
6-Month Treasury Bill,15jun1982,12.63,1982
6-Month Treasury Bill,16jun1982,12.67,1982
6-Month Treasury Bill,17jun1982,13.01,1982
6-Month Treasury Bill,18jun1982,13.22,1982
6-Month Treasury Bill,21jun1982,13.12,1982
6-Month Treasury Bill,22jun1982,13.2,1982
6-Month Treasury Bill,23jun1982,13.24,1982
6-Month Treasury Bill,24jun1982,13.3,1982
6-Month Treasury Bill,25jun1982,13.4,1982
6-Month Treasury Bill,28jun1982,13.33,1982
6-Month Treasury Bill,29jun1982,13.18,1982
6-Month Treasury Bill,30jun1982,13.02,1982
6-Month Treasury Bill,01jul1982,12.9,1982
6-Month Treasury Bill,02jul1982,12.99,1982
6-Month Treasury Bill,06jul1982,13.02,1982
6-Month Treasury Bill,07jul1982,12.86,1982
6-Month Treasury Bill,08jul1982,12.31,1982
6-Month Treasury Bill,09jul1982,12.1,1982
6-Month Treasury Bill,12jul1982,12.05,1982
6-Month Treasury Bill,13jul1982,12.27,1982
6-Month Treasury Bill,14jul1982,12.28,1982
6-Month Treasury Bill,15jul1982,12.06,1982
6-Month Treasury Bill,16jul1982,11.66,1982
6-Month Treasury Bill,19jul1982,11.45,1982
6-Month Treasury Bill,20jul1982,11.2,1982
6-Month Treasury Bill,21jul1982,11.34,1982
6-Month Treasury Bill,22jul1982,11.08,1982
6-Month Treasury Bill,23jul1982,11,1982
6-Month Treasury Bill,26jul1982,11.38,1982
6-Month Treasury Bill,27jul1982,11.44,1982
6-Month Treasury Bill,28jul1982,11.58,1982
6-Month Treasury Bill,29jul1982,11.39,1982
6-Month Treasury Bill,30jul1982,11.15,1982
6-Month Treasury Bill,02aug1982,10.53,1982
6-Month Treasury Bill,03aug1982,10.83,1982
6-Month Treasury Bill,04aug1982,10.69,1982
6-Month Treasury Bill,05aug1982,10.77,1982
6-Month Treasury Bill,06aug1982,11.1,1982
6-Month Treasury Bill,09aug1982,10.86,1982
6-Month Treasury Bill,10aug1982,10.94,1982
6-Month Treasury Bill,11aug1982,10.96,1982
6-Month Treasury Bill,12aug1982,10.5,1982
6-Month Treasury Bill,13aug1982,10.26,1982
6-Month Treasury Bill,16aug1982,9.8400002,1982
6-Month Treasury Bill,17aug1982,9.3900003,1982
6-Month Treasury Bill,18aug1982,9.3800001,1982
6-Month Treasury Bill,19aug1982,8.7700005,1982
6-Month Treasury Bill,20aug1982,8.4499998,1982
6-Month Treasury Bill,23aug1982,8.75,1982
6-Month Treasury Bill,24aug1982,8.9399996,1982
6-Month Treasury Bill,25aug1982,8.9200001,1982
6-Month Treasury Bill,26aug1982,8.8800001,1982
6-Month Treasury Bill,27aug1982,9.4499998,1982
6-Month Treasury Bill,30aug1982,9.5600004,1982
6-Month Treasury Bill,31aug1982,9.6099997,1982
6-Month Treasury Bill,01sep1982,9.7200003,1982
6-Month Treasury Bill,02sep1982,9.6300001,1982
6-Month Treasury Bill,03sep1982,9.4099998,1982
6-Month Treasury Bill,07sep1982,9.5200005,1982
6-Month Treasury Bill,08sep1982,9.6499996,1982
6-Month Treasury Bill,09sep1982,9.5600004,1982
6-Month Treasury Bill,10sep1982,9.7799997,1982
6-Month Treasury Bill,13sep1982,9.6099997,1982
6-Month Treasury Bill,14sep1982,9.5,1982
6-Month Treasury Bill,15sep1982,9.7200003,1982
6-Month Treasury Bill,16sep1982,9.5799999,1982
6-Month Treasury Bill,17sep1982,9.46,1982
6-Month Treasury Bill,20sep1982,9.4399996,1982
6-Month Treasury Bill,21sep1982,9.2700005,1982
6-Month Treasury Bill,22sep1982,9.1599998,1982
6-Month Treasury Bill,23sep1982,9.0299997,1982
6-Month Treasury Bill,24sep1982,9.1499996,1982
6-Month Treasury Bill,27sep1982,9.1000004,1982
6-Month Treasury Bill,28sep1982,8.9700003,1982
6-Month Treasury Bill,29sep1982,8.8299999,1982
6-Month Treasury Bill,30sep1982,8.7600002,1982
6-Month Treasury Bill,01oct1982,8.6000004,1982
6-Month Treasury Bill,04oct1982,9.1899996,1982
